@relation 'characters_and_speeches-English-notNora-weka.filters.unsupervised.attribute.Reorder-R2,1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-L1,3-V-H-weka.filters.unsupervised.attribute.NominalToString-Cfirst-weka.filters.unsupervised.attribute.StringToWordVector-R1-PW=-W100-prune-rate-1.0-C-N0-stemmerweka.core.stemmers.NullStemmer-stopwords-handlerweka.core.stopwords.Null-M5-O-tokenizerweka.core.tokenizers.WordTokenizer -delimiters \" \\r\\n\\t.,;:\\\'\\\"()?!\"-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,1-weka.filters.unsupervised.attribute.Remove-R15,50,55,65,67,75,86-weka.filters.supervised.attribute.AddClassification-distribution-Wweka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,96,97,95'

@attribute W=a numeric
@attribute W=about numeric
@attribute W=all numeric
@attribute W=am numeric
@attribute W=and numeric
@attribute W=any numeric
@attribute W=anything numeric
@attribute W=are numeric
@attribute W=as numeric
@attribute W=at numeric
@attribute W=be numeric
@attribute W=been numeric
@attribute W=but numeric
@attribute W=can numeric
@attribute W=come numeric
@attribute W=could numeric
@attribute W=dear numeric
@attribute W=did numeric
@attribute W=do numeric
@attribute W=don numeric
@attribute W=for numeric
@attribute W=from numeric
@attribute W=go numeric
@attribute W=going numeric
@attribute W=had numeric
@attribute W=has numeric
@attribute W=have numeric
@attribute W=he numeric
@attribute W=here numeric
@attribute W=him numeric
@attribute W=his numeric
@attribute W=how numeric
@attribute W=husband numeric
@attribute W=i numeric
@attribute W=if numeric
@attribute W=in numeric
@attribute W=is numeric
@attribute W=it numeric
@attribute W=just numeric
@attribute W=know numeric
@attribute W=let numeric
@attribute W=like numeric
@attribute W=little numeric
@attribute W=look numeric
@attribute W=man numeric
@attribute W=me numeric
@attribute W=mean numeric
@attribute W=money numeric
@attribute W=must numeric
@attribute W=my numeric
@attribute W=never numeric
@attribute W=no numeric
@attribute W=not numeric
@attribute W=now numeric
@attribute W=of numeric
@attribute W=oh numeric
@attribute W=on numeric
@attribute W=one numeric
@attribute W=only numeric
@attribute W=out numeric
@attribute W=quite numeric
@attribute W=really numeric
@attribute W=say numeric
@attribute W=see numeric
@attribute W=shall numeric
@attribute W=should numeric
@attribute W=so numeric
@attribute W=some numeric
@attribute W=something numeric
@attribute W=tell numeric
@attribute W=that numeric
@attribute W=the numeric
@attribute W=then numeric
@attribute W=there numeric
@attribute W=thing numeric
@attribute W=think numeric
@attribute W=this numeric
@attribute W=to numeric
@attribute W=too numeric
@attribute W=up numeric
@attribute W=very numeric
@attribute W=was numeric
@attribute W=we numeric
@attribute W=well numeric
@attribute W=were numeric
@attribute W=what numeric
@attribute W=when numeric
@attribute W=who numeric
@attribute W=will numeric
@attribute W=with numeric
@attribute W=would numeric
@attribute W=yes numeric
@attribute W=you numeric
@attribute W=your numeric
@attribute 'distribution_nora ' numeric
@attribute distribution_not-nora numeric
@attribute character_name {'nora ',not-nora}

@data
{10 1,18 1,31 1,36 1,37 2,52 1,63 1,71 2,76 1,86 1,94 0.685989,95 0.314011}
{0 1,27 1,35 1,36 2,51 1,71 1,73 1,91 1,94 0.388353,95 0.611647}
{36 1,42 1,49 1,59 1,70 1,73 1,94 0.156394,95 0.843606,96 not-nora}
{36 1,37 1,91 1,94 0.518489,95 0.481511}
{1 1,36 1,37 1,42 1,49 1,94 0.20468,95 0.79532,96 not-nora}
{91 1,94 0.503089,95 0.496911}
{14 1,17 1,49 1,86 1,94 0.349156,95 0.650844,96 not-nora}
{4 1,14 1,26 1,28 1,33 1,35 1,38 1,53 1,63 1,85 1,94 0.844611,95 0.155389}
{2 1,11 1,17 1,19 1,25 1,42 1,45 1,47 1,49 1,62 1,92 1,94 0.295955,95 0.704045,96 not-nora}
{0 1,12 1,13 1,22 1,26 1,36 1,40 1,42 1,52 1,61 1,70 1,71 1,76 2,77 1,82 2,91 1,94 0.122015,95 0.877985}
{0 3,4 2,7 1,10 1,13 1,23 1,26 1,38 1,39 1,47 2,53 1,54 1,77 1,82 3,91 1,92 2,94 0.656309,95 0.343691,96 not-nora}
{0 1,10 1,12 1,36 1,37 1,71 2,72 1,88 1,91 1,94 0.259884,95 0.740116,96 not-nora}
{13 1,72 1,82 1,94 0.344581,95 0.655419}
{0 1,2 1,4 4,19 1,33 1,35 1,37 1,42 1,45 1,49 1,53 1,55 1,56 2,62 1,70 1,71 2,72 1,92 1,94 0.387948,95 0.612052,96 not-nora}
{70 1,72 1,85 1,94 0.39239,95 0.60761,96 not-nora}
{19 1,33 3,34 1,47 1,52 1,65 1,70 1,77 1,84 1,94 0.796501,95 0.203499}
{1 1,12 1,24 1,37 1,71 1,85 1,87 1,91 1,94 0.329497,95 0.670503,96 not-nora}
{1 1,33 1,39 1,52 1,65 1,84 1,87 2,90 1,94 0.800736,95 0.199264}
{0 2,1 2,4 2,5 1,10 2,12 1,13 1,20 1,22 1,26 1,33 1,36 1,39 1,41 1,51 3,56 3,66 1,70 4,71 3,73 2,75 1,82 2,85 1,88 1,92 1,94 0.046805,95 0.953195,96 not-nora}
{8 1,92 1,94 0.348651,95 0.651349}
{14 2,18 1,26 1,28 1,33 1,36 2,42 2,48 1,49 2,52 1,54 1,59 1,75 1,76 1,85 2,92 1,94 0.242006,95 0.757994,96 not-nora}
{47 1,94 0.472193,95 0.527807}
{0 1,7 1,9 1,18 1,19 1,20 1,33 1,36 1,39 1,73 1,75 1,85 1,92 2,94 0.588618,95 0.411382,96 not-nora}
{0 2,20 1,23 1,45 1,70 1,88 1,92 2,94 0.409719,95 0.590281}
{37 1,48 1,94 0.476583,95 0.523417,96 not-nora}
{0 5,2 1,4 9,7 2,12 2,14 1,20 4,26 2,28 3,33 1,35 1,36 1,37 1,40 1,43 1,45 1,61 1,66 1,68 1,71 1,77 1,80 1,85 1,88 2,91 2,92 1,94 0.771294,95 0.228706}
{4 1,35 1,36 1,76 1,85 1,94 0.284466,95 0.715534,96 not-nora}
{51 2,63 1,70 1,76 1,92 1,94 0.425013,95 0.574987}
{12 1,20 1,41 1,42 1,45 1,53 1,69 1,80 1,83 1,85 1,90 1,92 2,94 0.370207,95 0.629793,96 not-nora}
{3 1,6 1,19 1,20 1,33 2,55 1,94 0.806248,95 0.193752}
{12 1,26 1,41 1,45 1,48 1,68 1,69 1,70 1,77 1,90 1,91 1,92 2,94 0.460711,95 0.539289,96 not-nora}
{6 1,13 1,33 1,51 1,54 1,61 1,75 1,94 0.663105,95 0.336895}
{83 1,94 0.295399,95 0.704601,96 not-nora}
{34 1,45 1,61 1,68 1,77 1,92 3,94 0.540553,95 0.459447}
{37 1,59 1,83 1,89 1,94 0.351413,95 0.648587,96 not-nora}
