@relation 'characters_and_speeches-English-weka.filters.unsupervised.attribute.Reorder-R2,1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-L1,3,5,7,9-V-H-weka.filters.supervised.instance.Resample-B1.0-S1-Z40.0-no-replacement-weka.filters.unsupervised.attribute.NominalToString-Cfirst-weka.filters.unsupervised.attribute.StringToWordVector-R1-PW=-W50-prune-rate-1.0-C-N0-stemmerweka.core.stemmers.NullStemmer-stopwords-handlerweka.core.stopwords.Null-M5-O-tokenizerweka.core.tokenizers.WordTokenizer -delimiters \" \\r\\n\\t.,;:\\\'\\\"()?!\"-weka.filters.unsupervised.attribute.Remove-R26,30,36,38-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,1-weka.filters.supervised.attribute.AddClassification-distribution-Wweka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,50,51,52,53,54,49'

@attribute W=a numeric
@attribute W=all numeric
@attribute W=am numeric
@attribute W=and numeric
@attribute W=are numeric
@attribute W=as numeric
@attribute W=at numeric
@attribute W=be numeric
@attribute W=but numeric
@attribute W=can numeric
@attribute W=do numeric
@attribute W=for numeric
@attribute W=had numeric
@attribute W=have numeric
@attribute W=he numeric
@attribute W=here numeric
@attribute W=i numeric
@attribute W=if numeric
@attribute W=in numeric
@attribute W=is numeric
@attribute W=it numeric
@attribute W=know numeric
@attribute W=little numeric
@attribute W=me numeric
@attribute W=must numeric
@attribute W=my numeric
@attribute W=no numeric
@attribute W=not numeric
@attribute W=now numeric
@attribute W=of numeric
@attribute W=on numeric
@attribute W=one numeric
@attribute W=so numeric
@attribute W=that numeric
@attribute W=the numeric
@attribute W=then numeric
@attribute W=there numeric
@attribute W=think numeric
@attribute W=this numeric
@attribute W=to numeric
@attribute W=was numeric
@attribute W=well numeric
@attribute W=what numeric
@attribute W=will numeric
@attribute W=with numeric
@attribute W=yes numeric
@attribute W=you numeric
@attribute W=your numeric
@attribute 'distribution_nora ' numeric
@attribute 'distribution_helmer ' numeric
@attribute 'distribution_mrslinde ' numeric
@attribute 'distribution_krogstad ' numeric
@attribute 'distribution_rank ' numeric
@attribute character_name {'nora ','helmer ','mrslinde ','krogstad ','rank '}

@data
{20 1,45 1,48 0.249203,49 0.138019,50 0.105373,51 0.087273,52 0.420133}
{0 2,2 1,3 1,6 1,7 1,8 1,10 1,12 1,13 2,14 1,16 4,18 2,19 2,20 1,21 1,22 1,24 2,25 1,28 1,31 4,32 1,33 4,34 1,36 1,39 1,41 1,43 1,46 3,47 1,48 0.706423,49 0.001589,50 0.010937,51 0.28105,52 0}
{5 1,7 1,32 1,34 1,35 1,39 1,48 0.107924,49 0.28254,50 0.17765,51 0.226857,52 0.205029}
{16 1,20 1,41 1,48 0.160515,49 0.207374,50 0.098798,51 0.156668,52 0.376646}
{46 1,48 0.178509,49 0.205843,50 0.22344,51 0.148079,52 0.244129}
{1 1,3 1,6 1,7 1,12 1,13 1,14 1,16 1,18 2,19 1,20 1,33 2,34 2,39 2,40 1,43 1,48 0.664962,49 0.000208,50 0.000437,51 0.250975,52 0.083418}
{0 1,3 1,13 1,16 2,19 2,20 1,23 2,24 1,26 2,29 1,33 1,38 1,39 1,42 1,46 4,48 0.549339,49 0.181331,50 0.212317,51 0.057013,52 0}
{3 1,7 1,11 2,12 2,13 1,14 1,16 3,17 1,18 1,20 2,25 1,32 2,33 1,34 1,39 2,40 6,42 1,48 0.757121,49 0,50 0.117336,51 0.123211,52 0.002332}
{4 1,8 1,23 1,45 1,48 0.186028,49 0.041562,50 0.496094,51 0.139151,52 0.137164}
{10 1,14 1,33 1,43 1,48 0.36529,49 0.197456,50 0.070968,51 0.219448,52 0.146837}
{3 3,13 1,21 1,28 1,29 1,31 1,35 1,46 2,48 0.744952,49 0.005069,50 0.06885,51 0.002249,52 0.178881}
{1 1,7 1,20 2,24 1,33 2,34 1,48 0.130129,49 0.705282,50 0.009439,51 0.15515,52 0}
{0 1,3 2,8 1,11 1,13 2,16 3,20 1,25 1,26 1,27 1,29 1,30 1,33 4,34 1,39 2,40 2,42 1,46 1,47 1,48 0.332592,49 0.076911,50 0.252147,51 0.308614,52 0.029735}
{29 1,30 1,34 1,48 0.219227,49 0.294954,50 0.210452,51 0.041296,52 0.234072}
{8 1,16 1,46 1,47 1,48 0.093755,49 0.089185,50 0.411476,51 0.358857,52 0.046728}
{0 2,3 1,8 2,9 1,12 1,16 1,20 5,26 1,29 1,39 2,40 4,45 1,46 1,48 0.485323,49 0.000005,50 0.32047,51 0.187675,52 0.006527}
{8 1,48 0.152233,49 0.1589,50 0.456631,51 0.153684,52 0.078552}
