LineNum,W=a,W=all,W=am,W=and,W=are,W=as,W=at,W=be,W=but,W=can,W=do,W=for,W=had,W=have,W=he,W=here,W=i,W=if,W=in,W=is,W=it,W=know,W=little,W=me,W=must,W=my,W=no,W=not,W=now,W=of,W=on,W=one,W=so,W=that,W=the,W=then,W=there,W=think,W=this,W=to,W=was,W=well,W=what,W=will,W=with,W=yes,W=you,W=your,distribution_nora,distribution_helmer,distribution_mrslinde,distribution_krogstad,distribution_rank,character_name
7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.270699,0.134069,0.128674,0.389213,0.077345,helmer
8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.189399,0.338237,0.236798,0.124198,0.111367,helmer
9,0,1,2,5,2,0,0,1,1,0,0,3,0,2,0,0,7,0,0,0,1,0,1,0,0,3,1,0,0,1,2,0,1,3,6,1,0,0,1,1,2,0,0,0,2,0,5,2,0.041142,0.754475,0.204302,0.00008,0,helmer
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185649,0.33783,0.295331,0.137844,0.043346,helmer
11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00745,0.803295,0.048298,0.124227,0.016729,helmer
12,1,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,1,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2,0.004711,0.658547,0.10932,0.227422,0,helmer
13,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,2,1,0,0,2,2,1,2,0,0,0,0,0,2,0,0,0,1,0,0.012085,0.967597,0.000007,0.020312,0,helmer
14,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.225657,0.507198,0.216338,0.018699,0.032108,helmer
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012304,0.439326,0.265466,0.15147,0.131434,helmer
16,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.163038,0.139694,0.150516,0.063434,0.483317,helmer
17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.189399,0.338237,0.236798,0.124198,0.111367,helmer
18,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046965,0.744935,0.000506,0.048939,0.158655,helmer
19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152233,0.1589,0.456631,0.153684,0.078552,helmer
20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445969,0.104157,0.441396,0.008478,0,helmer
21,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0.05249,0.569427,0.288077,0.057727,0.032279,helmer
22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.209711,0.246716,0.282036,0.070977,0.19056,helmer
23,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.015875,0.620733,0.26249,0.063503,0.037399,helmer
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043114,0.249021,0.084894,0.314367,0.308603,helmer
25,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0.356726,0.114506,0.023481,0.087279,0.418008,helmer
26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0.4417,0.085693,0.079739,0.101698,0.29117,helmer
27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.083362,0.365942,0.084705,0.179192,0.286798,helmer
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137087,0.52604,0.230707,0.099736,0.006429,helmer
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.168698,0.167751,0.366076,0.139005,0.15847,helmer
30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.450046,0.144903,0.039625,0.242406,0.12302,helmer
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.161997,0.282923,0.22373,0.107364,0.223986,helmer
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.019796,0.63315,0.087957,0.081188,0.177909,helmer
33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.088151,0.473518,0.071435,0.291961,0.074934,helmer
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0.136997,0.166263,0.103965,0.216578,0.376196,helmer
35,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.052513,0.573235,0.10911,0.193516,0.071626,helmer
36,2,0,0,2,0,0,0,2,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,3,0,0,0,3,0,1,4,3,0,2,1,0,0,0,0,1,1,0,0,1,0,0.102643,0.615807,0.001349,0.001593,0.278608,helmer
37,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0.28479,0.495567,0.105632,0.052906,0.061105,helmer
38,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.391206,0.218472,0.218956,0.141795,0.029572,helmer
39,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0.078394,0.852937,0.008745,0.059923,0,helmer
40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.267893,0.250887,0.314887,0.075371,0.090962,helmer
41,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,3,1,0.134742,0.527728,0.222098,0.051536,0.063896,helmer
42,2,0,1,1,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,3,4,0,1,1,2,1,3,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0.552086,0.218075,0.22931,0.000529,0,helmer
43,0,0,0,1,2,3,0,0,0,1,0,1,0,1,0,0,0,0,2,2,5,1,1,1,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,7,2,0.032439,0.841373,0.000219,0.125969,0,helmer
44,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.240061,0.376978,0.173031,0.162426,0.047504,helmer
45,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0409,0.066474,0.162287,0.212544,0.517795,helmer
46,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0.054471,0.917322,0.027709,0.000498,0,helmer
47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.110963,0.103845,0.101663,0.347474,0.336054,helmer
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176359,0.080138,0.260505,0.178309,0.304688,helmer
49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095709,0.300308,0.196137,0.15041,0.257437,helmer
50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.269703,0.312072,0.162102,0.095589,0.160533,helmer
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173581,0.445752,0.240517,0.119295,0.020855,helmer
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23921,0.354706,0.372813,0.033271,0,helmer
53,2,0,1,4,2,0,1,0,0,0,3,0,0,0,0,0,4,0,2,2,1,2,1,0,0,2,1,0,1,0,0,1,1,3,0,1,1,0,1,2,0,0,0,0,1,1,6,1,0.148548,0.827411,0.016736,0.007306,0,helmer
54,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.052843,0.472903,0.307357,0.128622,0.038276,helmer
55,1,1,3,1,0,2,0,1,0,2,1,1,0,1,0,0,5,1,1,1,2,0,1,1,0,1,0,0,0,3,0,1,0,2,2,0,1,1,1,4,0,0,0,0,0,0,2,0,0.215011,0.466242,0.000386,0.31836,0,helmer
56,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.153538,0.356721,0.092542,0.112736,0.284464,helmer
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.024667,0.824953,0.108202,0.042178,0,helmer
58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.129446,0.421409,0.092729,0.186934,0.169481,helmer
59,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0.035635,0.814032,0.029732,0.120602,0,helmer
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316906,0.330035,0.263046,0.090012,0,helmer
61,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.021334,0.903588,0.050646,0.024433,0,helmer
62,0,0,0,2,0,1,0,0,0,0,0,2,0,2,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0.256146,0.4103,0.023327,0.310226,0,helmer
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.167328,0.1016,0.205741,0.1852,0.340131,helmer
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.006417,0.879408,0.102588,0.011587,0,helmer
65,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,1,0,0,5,2,0.010549,0.981545,0.000129,0.007778,0,helmer
66,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0.134004,0.54764,0.182473,0.119415,0.016467,helmer
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.119416,0.1824,0.108156,0.230586,0.359441,helmer
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.125106,0.062577,0.122395,0.361797,0.328125,helmer
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.242714,0.095687,0.226207,0.077011,0.35838,helmer
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.161997,0.282923,0.22373,0.107364,0.223986,helmer
71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,1,0,0,0,1,0,0,2,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0.052122,0.624227,0.30484,0.018811,0,helmer
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18915,0.163228,0.284429,0.143332,0.21986,helmer
73,4,4,1,2,0,0,1,1,0,0,0,4,0,2,1,0,4,0,1,1,3,0,0,1,0,1,3,0,0,5,0,0,0,1,2,0,0,0,1,2,1,0,2,0,0,0,2,3,0.21055,0.616574,0.008081,0.144512,0.020283,helmer
74,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.07727,0.242146,0.01985,0.337391,0.323343,helmer
75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0.001638,0.987652,0.002866,0.007844,0,helmer
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.111291,0.169463,0.045439,0.26612,0.407686,helmer
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.147225,0.167696,0.267096,0.091363,0.32662,helmer
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185649,0.33783,0.295331,0.137844,0.043346,helmer
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.389676,0.204675,0.057802,0.174075,0.173771,helmer
80,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03427,0.464846,0.148286,0.15667,0.195927,helmer
81,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0.13486,0.263286,0.065114,0.462527,0.074213,helmer
82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030608,0.320953,0.515509,0.086826,0.046103,helmer
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18915,0.163228,0.284429,0.143332,0.21986,helmer
84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.063539,0.255106,0.226499,0.261759,0.193098,helmer
85,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.00621,0.353859,0.001801,0.571534,0.066596,helmer
86,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,2,1,0.326818,0.095951,0.007138,0.556255,0.013839,helmer
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185649,0.33783,0.295331,0.137844,0.043346,helmer
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041114,0.294728,0.433336,0.047082,0.183741,helmer
89,7,2,0,11,0,5,1,4,0,1,1,2,1,7,2,2,8,1,2,5,5,0,4,4,0,2,2,1,0,1,0,0,4,5,2,0,1,1,2,8,1,0,2,8,2,1,15,3,0.089108,0.9003,0,0.010593,0,helmer
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179187,0.314339,0.271745,0.195008,0.039721,helmer
91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.14169,0.233762,0.235521,0.138875,0.250152,helmer
92,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,2,0.06453,0.842966,0.049322,0.043183,0,helmer
93,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.261792,0.387385,0.012782,0.150845,0.187195,helmer
94,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041495,0.717543,0.011255,0.191417,0.038289,helmer
95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04388,0.589637,0.250356,0.040591,0.075535,helmer
96,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.101695,0.469142,0.303446,0.040991,0.084726,helmer
97,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.308959,0.095921,0.062237,0.418117,0.114767,helmer
98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.085014,0.138013,0.098314,0.463339,0.215319,helmer
99,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0.329871,0.062826,0.003433,0.495949,0.107921,helmer
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.320646,0.257541,0.095201,0.143418,0.183194,mrslinde
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173575,0.243963,0.21405,0.180765,0.187647,mrslinde
3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.015219,0.025018,0.89934,0.020699,0.039724,mrslinde
4,2,0,0,3,0,0,1,0,0,1,1,2,1,2,0,0,2,0,0,2,1,0,0,2,0,2,2,1,1,0,1,1,1,0,2,1,0,0,0,2,0,1,0,0,1,0,0,0,0.216583,0.00255,0.709483,0.000389,0.070995,mrslinde
5,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.559793,0.02764,0.145788,0.127496,0.139283,mrslinde
6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.296036,0.030994,0.34826,0.072118,0.252592,mrslinde
7,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.085474,0.217344,0.631774,0.065408,0,mrslinde
8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.068242,0.133666,0.107375,0.229814,0.460903,mrslinde
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.242714,0.095687,0.226207,0.077011,0.35838,mrslinde
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182493,0.151817,0.261608,0.202689,0.201393,mrslinde
11,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.060178,0.624002,0.297067,0.018753,0,mrslinde
12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.136395,0.277677,0.363343,0.150115,0.072471,mrslinde
13,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0.439738,0.243958,0.251985,0.06432,0,mrslinde
14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146656,0.163493,0.520347,0.109306,0.060198,mrslinde
15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152233,0.1589,0.456631,0.153684,0.078552,mrslinde
