LineNum,W=a,W=all,W=am,W=and,W=are,W=as,W=at,W=be,W=but,W=can,W=do,W=for,W=had,W=have,W=he,W=here,W=i,W=if,W=in,W=is,W=it,W=know,W=little,W=me,W=must,W=my,W=no,W=not,W=now,W=of,W=on,W=one,W=so,W=that,W=the,W=then,W=there,W=think,W=this,W=to,W=was,W=well,W=what,W=will,W=with,W=yes,W=you,W=your,distribution_nora,distribution_helmer,distribution_mrslinde,distribution_krogstad,distribution_rank,character_name
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230911,0.084143,0.19546,0.175692,0.313793,krogstad
25,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0.029664,0.24302,0.003536,0.581926,0.141855,krogstad
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.36498,0.061192,0.124522,0.227554,0.221752,krogstad
27,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.232969,0.003903,0.459323,0.180282,0.123524,krogstad
28,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0.055456,0.001494,0.000086,0.909617,0.033348,krogstad
29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.023191,0.276232,0.03521,0.489645,0.175721,krogstad
30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.101693,0.285377,0.140684,0.169156,0.303091,krogstad
31,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.052393,0.030151,0.116358,0.755113,0.045984,krogstad
32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,1,1,0.053373,0.089964,0.231034,0.570929,0.0547,krogstad
33,0,1,0,3,1,2,0,1,2,1,1,2,1,0,0,0,7,0,2,1,0,1,0,3,2,1,0,0,2,2,0,1,1,3,7,0,0,1,1,5,1,0,0,0,0,0,1,1,0.364624,0.000001,0.136822,0.498553,0,krogstad
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.184996,0.217759,0.132675,0.179036,0.285534,krogstad
35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.246246,0.003641,0.012784,0.501508,0.23582,krogstad
36,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.549207,0.100455,0.121793,0.086512,0.142032,krogstad
37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.03936,0.063977,0.09555,0.37603,0.425082,krogstad
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.114812,0.002556,0.310341,0.372436,0.199856,krogstad
39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0.066239,0.067513,0.0657,0.328074,0.472474,krogstad
40,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0.139986,0.000693,0.000359,0.846305,0.012656,krogstad
41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.168033,0.002418,0.232266,0.278878,0.318406,krogstad
42,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0.070663,0.549672,0.078658,0.18291,0.118098,krogstad
43,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.340759,0.000875,0.011582,0.531499,0.115285,krogstad
44,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,1,3,1,1,0,1,0,1,0,1,0,2,0,0,0,2,3,0,1,0,1,0,1,2,0,0,1,0,2,0,0.032067,0.039095,0.030427,0.583186,0.315224,krogstad
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.16884,0.009123,0.690677,0.098128,0.033232,krogstad
46,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0.130608,0.296936,0.32141,0.251046,0,krogstad
47,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.074912,0.00122,0.007829,0.811299,0.10474,krogstad
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.289798,0.004488,0.265014,0.331087,0.109614,krogstad
49,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0.078284,0.089173,0.000243,0.5901,0.242201,krogstad
50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.110222,0.137159,0.165713,0.245145,0.341761,krogstad
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0.046384,0.369878,0.049658,0.4634,0.07068,krogstad
52,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088494,0.010739,0.352589,0.316884,0.231294,krogstad
53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.328526,0.062095,0.360967,0.064783,0.183629,krogstad
54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.129446,0.421409,0.092729,0.186934,0.169481,krogstad
55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0.183619,0.003024,0.713207,0.084294,0.015855,krogstad
56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.359526,0.010772,0.394829,0.191768,0.043104,krogstad
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,2,0,0,1,1,2,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0.148576,0.144978,0.005353,0.701093,0,krogstad
58,1,0,1,2,0,2,0,2,0,0,0,0,0,0,2,0,3,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,3,1,0,1,0,0.228,0.124236,0.000149,0.619338,0.028278,krogstad
59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.14169,0.233762,0.235521,0.138875,0.250152,krogstad
60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.112412,0.029355,0.0553,0.299481,0.503451,krogstad
61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.247763,0.289193,0.026718,0.331651,0.104676,krogstad
62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.285335,0.047229,0.063597,0.247238,0.356602,krogstad
63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.041715,0.262941,0.114683,0.268233,0.312428,krogstad
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19784,0.055908,0.321348,0.224526,0.200378,krogstad
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.315581,0.193722,0.120916,0.182651,0.187129,krogstad
66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.202725,0.009406,0.489367,0.265969,0.032532,krogstad
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185649,0.33783,0.295331,0.137844,0.043346,krogstad
68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065617,0.109474,0.221514,0.289876,0.313519,krogstad
69,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099298,0.516805,0.012132,0.173734,0.198031,krogstad
70,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.176094,0.077054,0.007003,0.424761,0.315087,krogstad
71,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,1,0,0,0,0,0,0.011727,0.003614,0.287363,0.644529,0.052767,krogstad
72,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0.004709,0.454958,0.063174,0.477159,0,krogstad
73,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.049682,0.011834,0.184658,0.725115,0.028711,krogstad
74,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0.150022,0.04349,0.000057,0.50883,0.297601,krogstad
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0.065661,0.115811,0.229115,0.564309,0.025105,krogstad
76,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016898,0.114675,0.020214,0.437648,0.410564,krogstad
77,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,3,1,0.212711,0.223803,0.024996,0.296985,0.241504,krogstad
78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305111,0.066268,0.224628,0.22088,0.183113,krogstad
79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.038953,0.199911,0.363477,0.121441,0.276217,krogstad
80,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0.076814,0.034128,0.064255,0.280889,0.543915,krogstad
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.178509,0.205843,0.22344,0.148079,0.244129,krogstad
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150107,0.112695,0.25049,0.238234,0.248474,krogstad
83,2,1,0,2,1,2,0,1,2,2,0,0,0,2,0,2,3,0,3,4,8,1,0,1,0,0,1,1,0,6,2,1,0,4,6,0,1,1,0,2,1,2,0,0,0,0,1,5,0.00368,0.238352,0.000051,0.744766,0.013152,krogstad
84,1,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.037809,0.019883,0.017653,0.082858,0.841796,krogstad
85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04012,0.154088,0.44974,0.114258,0.241795,krogstad
86,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.226051,0.360793,0.085773,0.165503,0.161879,krogstad
87,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.123455,0.284052,0.205071,0.352638,0.034784,krogstad
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.253684,0.023287,0.377165,0.302581,0.043284,krogstad
89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,0,2,2,0.086508,0.005987,0.038065,0.839251,0.030188,krogstad
90,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0.183704,0.164807,0.395837,0.255651,0,krogstad
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173575,0.243963,0.21405,0.180765,0.187647,krogstad
92,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19739,0.364332,0.06552,0.032591,0.340166,krogstad
93,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0.348502,0.084574,0.055119,0.455342,0.056463,krogstad
94,4,1,2,3,0,0,0,1,0,0,0,2,1,2,0,0,11,0,4,0,0,0,0,2,2,1,0,2,1,0,2,0,0,2,2,0,0,0,0,6,1,0,0,1,1,0,2,2,0.062639,0,0.042438,0.894922,0,krogstad
95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0.03157,0.202425,0.159449,0.593715,0.01284,krogstad
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18915,0.163228,0.284429,0.143332,0.21986,krogstad
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2027,0.317567,0.167144,0.108772,0.203817,krogstad
98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,4,0,0,0,0,1,1,1,0,2,0,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0385,0.134408,0.000703,0.641028,0.185362,krogstad
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.169682,0.059989,0.317024,0.155322,0.297983,krogstad
1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,1,0,0,0,0,2,1,0,0,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.01359,0.184401,0.119365,0.073088,0.609556,rank
2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0.000745,0.000059,0.000169,0.000282,0.998745,rank
3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0.317752,0.115557,0.086261,0.378338,0.102091,rank
4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0.631862,0.010624,0.000368,0.104246,0.2529,rank
5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50974,0.131201,0.105297,0.171368,0.082393,rank
6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0.013941,0.000376,0.21117,0.005738,0.768775,rank
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.128034,0.075354,0.338416,0.336024,0.122173,rank
8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0.025036,0.028895,0.027811,0.853736,0.064523,rank
9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.218182,0.17018,0.081919,0.105391,0.424328,rank
10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0.104865,0.04541,0.333813,0.108405,0.407507,rank
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.184996,0.217759,0.132675,0.179036,0.285534,rank
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18915,0.163228,0.284429,0.143332,0.21986,rank
13,1,0,1,0,0,2,0,0,0,0,0,1,1,1,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0.073508,0.000307,0.000881,0.197015,0.728289,rank
14,0,0,0,1,0,4,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.000023,0.000001,0.000001,0.000008,0.999967,rank
15,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.051003,0.35447,0.147446,0.194213,0.252868,rank
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.12465,0.082986,0.06068,0.303409,0.428275,rank
17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195992,0.06672,0.607763,0.095289,0.034236,rank
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.073992,0.157756,0.291684,0.328363,0.148204,rank
19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.14169,0.233762,0.235521,0.138875,0.250152,rank
20,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.369421,0.176587,0.237699,0.045682,0.170611,rank
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.097124,0.220025,0.169427,0.157091,0.356332,rank
22,1,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,2,0,1,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0.001384,0.04806,0.000559,0.438737,0.511261,rank
23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.021091,0.399375,0.182358,0.075843,0.321333,rank
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,1,0,4,0,0.158532,0.097356,0.009669,0.523294,0.211148,rank
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18915,0.163228,0.284429,0.143332,0.21986,rank
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.178509,0.205843,0.22344,0.148079,0.244129,rank
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18915,0.163228,0.284429,0.143332,0.21986,rank
28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.2791,0.015373,0.195848,0.016065,0.493613,rank
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.105041,0.08319,0.196329,0.091992,0.523448,rank
30,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.278563,0.061741,0.051375,0.34611,0.262212,rank
31,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.018336,0.04734,0.014177,0.109326,0.810822,rank
32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.200071,0.176691,0.410555,0.059016,0.153668,rank
