W=a,W=all,W=am,W=and,W=are,W=as,W=at,W=be,W=but,W=can,W=do,W=don,W=for,W=had,W=have,W=he,W=here,W=i,W=if,W=in,W=is,W=it,W=know,W=little,W=me,W=must,W=my,W=no,W=not,W=now,W=of,W=one,W=so,W=that,W=the,W=there,W=think,W=this,W=to,W=was,W=well,W=what,W=will,W=with,W=yes,W=you,W=your,'distribution_nora ','distribution_helmer ','distribution_mrslinde ','distribution_krogstad ','distribution_rank ',character_name
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.60115,0.187608,0.141881,0.023908,0.045454,'nora '
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.335866,0.204266,0.225102,0.118521,0.116246,'krogstad '
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,1,0,1,0,0.62034,0.123605,0.131153,0.118687,0.006214,'nora '
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.598464,0.067595,0.272459,0.0269,0.034583,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.410904,0.329725,0.074106,0.148432,0.036833,'nora '
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0.678898,0.214969,0.022537,0.073143,0.010453,'krogstad '
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.570184,0.152373,0.149021,0.06539,0.063032,'nora '
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.212496,0.348126,0.055966,0.168957,0.214455,'krogstad '
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.604785,0.082895,0.165909,0.014712,0.131699,'nora '
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.347228,0.081159,0.380994,0.165872,0.024747,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.508087,0.114953,0.2507,0.032705,0.093555,'nora '
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.335469,0.186419,0.255464,0.117397,0.105251,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.422699,0.240001,0.153723,0.082675,0.100902,'nora '
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.549491,0.053203,0.070764,0.273145,0.053398,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.560035,0.086242,0.247195,0.070441,0.036087,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430012,0.128496,0.229374,0.118914,0.093204,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.508087,0.114953,0.2507,0.032705,0.093555,'nora '
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397339,0.206671,0.190153,0.105484,0.100352,'krogstad '
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477987,0.17171,0.248061,0.050808,0.051434,'nora '
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387713,0.147523,0.225035,0.133462,0.106267,'krogstad '
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534422,0.174228,0.071586,0.082358,0.137405,'nora '
0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0.222849,0.062424,0.022169,0.322743,0.369814,'krogstad '
0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,1,0,2,0,1,0,0,0,1,1,0,1,0,0,0,0,2,1,0,1,0,0,1,5,0,0.531163,0.101379,0.095264,0.035633,0.236562,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5603,0.050592,0.217619,0.11127,0.060219,'krogstad '
3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.413537,0.259172,0.275468,0.051823,0,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426217,0.172721,0.226789,0.084884,0.08939,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426217,0.172721,0.226789,0.084884,0.08939,'nora '
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0.18805,0.209084,0.15107,0.363398,0.088399,'krogstad '
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0.497401,0.28661,0.106512,0.064684,0.044794,'nora '
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,1,0,0,1,0,0.31412,0.129634,0.050247,0.322424,0.183575,'krogstad '
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0.29983,0.335008,0.13026,0.195547,0.039354,'nora '
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,2,0,0,0,1,0,0,1,1,0,2,0,0,1,2,1,0,0,4,0,0,0,0,1,0,0,1,0.351204,0.417416,0.087698,0.11668,0.027002,'krogstad '
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.363652,0.198921,0.222545,0.140365,0.074517,'nora '
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,0,0,0,0,1,1,0.105816,0.251083,0.147768,0.473117,0.022216,'krogstad '
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452257,0.180377,0.271147,0.068188,0.02803,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.539198,0.115455,0.162878,0.111324,0.071144,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0,2,0,0.378248,0.440291,0.030073,0.078329,0.07306,'nora '
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.416504,0.156137,0.32518,0.05128,0.0509,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0.297719,0.346801,0.031058,0.263146,0.061276,'nora '
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.349346,0.244075,0.216655,0.06698,0.122943,'krogstad '
1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0.35034,0.166317,0.036615,0.252125,0.194604,'nora '
0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0.220163,0.091043,0.037777,0.461217,0.1898,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532084,0.151891,0.126082,0.109914,0.080029,'nora '
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,3,1,1,0,1,0,1,0,1,0,2,0,0,2,3,1,0,1,0,1,2,0,0,1,0,2,0,0.046648,0.095003,0.003247,0.346389,0.508713,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.557154,0.152495,0.160698,0.062965,0.066688,'nora '
0,1,0,3,1,2,0,1,2,1,1,1,2,1,0,0,0,7,0,2,1,0,1,0,3,2,1,0,0,2,2,1,1,3,7,0,1,1,5,1,0,0,0,0,0,1,1,0.413433,0.038782,0.207197,0.340587,0,'krogstad '
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0.434426,0.353106,0.139056,0.073411,0,'nora '
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0.370654,0.214279,0.101612,0.269847,0.043608,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0.390067,0.298463,0.03747,0.157303,0.116697,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.440306,0.135179,0.258534,0.086312,0.079669,'krogstad '
1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,1,0,2,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0.283064,0.637262,0.038194,0.023575,0.017905,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426217,0.172721,0.226789,0.084884,0.08939,'krogstad '
1,0,0,2,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,3,1,0.169757,0.630494,0.054272,0.112971,0.032506,'nora '
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0.619185,0.116567,0.013737,0.215996,0.034515,'krogstad '
0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,1,1,0,2,0,0.656524,0.26895,0.007059,0.058844,0.008624,'nora '
2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0.458805,0.373701,0.037249,0.130245,0,'krogstad '
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5165,0.212416,0.161825,0.068393,0.040867,'nora '
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0.353402,0.10738,0.441377,0.082015,0.015825,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.502747,0.073193,0.168414,0.12772,0.127926,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.419785,0.178686,0.144363,0.125622,0.131543,'krogstad '
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.625518,0.116197,0.16564,0.01942,0.073225,'nora '
1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,4,1,0,0,1,0,0,0,0,0,1,1,1,3,0,2,2,4,0,0,0,5,1,0,0,1,1,0,4,3,0.021947,0.015776,0.000756,0.961332,0.000188,'krogstad '
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.564806,0.102917,0.248828,0.016292,0.067157,'nora '
2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0.01282,0.159398,0.112905,0.701278,0.0136,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438112,0.190424,0.240489,0.056907,0.074069,'nora '
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,1,1,0.174363,0.18985,0.130259,0.468635,0.036893,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.614663,0.061234,0.234044,0.015439,0.07462,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0.269908,0.220168,0.104655,0.357466,0.047803,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.508087,0.114953,0.2507,0.032705,0.093555,'nora '
0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,3,1,0.405549,0.354525,0.057203,0.144585,0.038137,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.402449,0.205146,0.146518,0.10669,0.139197,'nora '
1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0.461816,0.149957,0.308884,0.079343,0,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.560035,0.086242,0.247195,0.070441,0.036087,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.330015,0.106075,0.439285,0.098787,0.025838,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.505489,0.083277,0.332722,0.044383,0.034128,'nora '
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464644,0.201043,0.234195,0.03987,0.060248,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.508087,0.114953,0.2507,0.032705,0.093555,'nora '
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0.185796,0.418009,0.027646,0.29291,0.075639,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.412472,0.237191,0.145351,0.129065,0.07592,'nora '
1,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.193861,0.058406,0.041113,0.036594,0.670025,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.641586,0.097713,0.071746,0.058118,0.130838,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0.093569,0.313466,0.078191,0.453178,0.061596,'krogstad '
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.659707,0.154136,0.130421,0.029544,0.026192,'nora '
2,1,0,2,1,2,0,1,2,2,0,0,0,0,2,0,2,3,0,3,4,8,1,0,1,0,0,1,1,0,6,1,0,4,6,1,1,0,2,1,2,0,0,0,0,1,5,0.002575,0.278967,0.000037,0.713404,0.005016,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.814642,0.037347,0.10623,0.037509,0.004271,'nora '
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26114,0.274558,0.139055,0.107571,0.217675,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.261099,0.252315,0.179694,0.225619,0.081273,'nora '
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0.187947,0.279156,0.119298,0.383697,0.029903,'krogstad '
0,0,0,1,0,0,0,1,0,0,0,0,2,2,1,1,0,3,1,1,0,2,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,6,0,1,0,0,0,0,0,0.677645,0.000212,0.296531,0.024833,0.00078,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.32103,0.150922,0.135662,0.307115,0.085271,'krogstad '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0.570507,0.084283,0.195496,0.120151,0.029563,'nora '
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0.267715,0.290192,0.080825,0.289611,0.071658,'krogstad '
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,4,0,0.297375,0.092336,0.045378,0.471192,0.093719,'nora '
0,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,1,0,0,1,1,0,0,1,0,2,0,1,0,1,1,0,2,0,0,0,0,0,1,0,2,0,0,0,4,0,0.209869,0.573882,0.037601,0.118063,0.060584,'krogstad '
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,1,0.244076,0.230072,0.183465,0.316125,0.026263,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.384397,0.204578,0.194323,0.128057,0.088646,'krogstad '
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454202,0.225218,0.281825,0.038755,0,'nora '
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.349511,0.235186,0.022527,0.350881,0.041894,'krogstad '
4,0,1,1,1,1,0,4,1,0,0,2,0,0,1,0,0,3,0,0,2,1,1,0,0,2,0,1,2,0,1,0,0,2,0,1,0,0,4,0,0,0,0,0,0,3,0,0.507641,0.460294,0.030769,0.001296,0,'nora '
1,0,0,1,0,2,0,0,2,0,2,1,0,1,1,0,0,3,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,5,0,0.28217,0.497264,0.045117,0.150936,0.024514,'krogstad '
0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.832174,0.087425,0.033721,0.017821,0.028858,'nora '
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.767905,0.080496,0.092338,0.041438,0.017823,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729579,0.104645,0.139324,0.022314,0.004138,'nora '
1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,0,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.586073,0.186819,0.181499,0.045609,0,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.477651,0.20185,0.120761,0.104266,0.095472,'nora '
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.543836,0.100129,0.254417,0.056507,0.045112,'nora '
1,1,0,1,1,0,0,1,0,1,1,0,2,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,2,0,0,4,0,0.738309,0.144116,0.028694,0.013155,0.075726,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.575152,0.098745,0.21378,0.011119,0.101204,'helmer '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607488,0.13791,0.197949,0.015465,0.041188,'nora '
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.391308,0.205204,0.096434,0.164644,0.142409,'helmer '
